year,country_iso,country_name,trade_value,Country Name,Country Code,Indicator Name,Indicator Code,tax_rate,gdp_usd
2015,BRA,Brazil,212600858.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,202848114.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,9902776.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,36890060.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,237888968.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,2822853.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,41037837.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,61656948.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,39558826.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,696011601.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,7323571.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,17004875.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,90329700.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,7182173.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,3061625.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,827451391.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,4127791.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,22435683.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,332944070.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,9835445.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,BRA,Brazil,391964318.0,Brazil,BRA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,8.27,1802212206814.5
2015,CAN,Canada,45496857.604,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,747198.247,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,172491.156,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,18494838.514,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,939325.17,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,11262952.293,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,112031.459,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,1588383600.607,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CHN,China,992135902.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,356711419.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,48600.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,606437703.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,69288263.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,519370796.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CAN,Canada,877324.815,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,737027.084,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,3159616.728,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,505950.218,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,434151.15,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,197134.65,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,95135.858,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,1784.003,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,66767041.005,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,506265.548,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,5006108.854,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,540733667.959,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CHN,China,351.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,617688928.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,2913819.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,2826116.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,4123.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,330484.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,1245738.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,2777874441.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CAN,Canada,161469399.0,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,162531844.615,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,46991121.081,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,79022142.162,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,11548070.358,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,55767415.34,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,425287.473,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,802175488.751,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,205291797.897,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,1528945.899,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,324508692.239,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CAN,Canada,20603816116.06,Canada,CAN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1.65,1556508816217.14
2015,CHN,China,5297996353.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
2015,CHN,China,686968339.0,China,CHN,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,4.52,11280814787468.9
