"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"TM.TAX.MRCH.WM.AR.ZS","Tariff rate, applied, weighted mean, all products (%)","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.","Staff estimates;
World Integrated Trade Solution system (WITS), World Bank (WB);
Trade Analysis and Information System (TRAINS), UN Conference on Trade and Development (UNCTAD);
Integrated Data Base (IDB), World Trade Organization (WTO);
Consolidated Tariff Schedules (CTS), World Trade Organization (WTO)",
